"date","y","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x24","x25","x26","x27","x28","x29","x30"
"2021/3/19",5115,61.42,64.53,647.5,-172.988603,-0.36,1476.4,-373.9853099,0.747640025,0.862807561,776.1061947,246.5,821.5,1176.5,1111.5,450,691.5,94.2,81.4,85.4,65.5,95,88,-0.9,21.2,22.5,14.5,645,62.8,13.8
"2021/3/26",5108,60.97,64.57,697.5,-323.2037216,-5.92,1318.44,-346.7619743,0.742353682,0.914727727,743.3628319,137.32,612.32,927.32,812.32,455,392.32,92.6,81.5,85.6,65.5,95,90,-0.3,24.3,25.1,17,645,63.5,12.8
"2021/4/2",5205,60.35,63.72,742.5,-234.1153093,-12.24,1239.9,-331.634836,0.737875998,0.90311169,909.7345133,81.5,431.5,846.5,721.5,450,301.5,93.7,81.9,86,65.5,95,89,-2,23,25.5,16,658,58.8,12.5
"2021/4/9",5145,59.32,62.95,749.5,-243.4295178,-5.64,1168.6,-400.5631859,0.72529159,0.90311169,936.2831858,191.45,461.45,966.45,761.45,420,411.45,93.6,82,86.1,65.5,95,88,-1.1,24.3,26.5,18,648,55.6,12.3
"2021/4/16",5195,63.13,66.77,752.5,-250.3200744,-9.96,1214,-508.9962664,0.720073665,0.90311169,971.6814159,9.5,139.5,704.5,529.5,310,219.5,94.2,81.7,85.8,65.5,95,86,-2,22.4,26.7,14.8,650,54.2,12.7
"2021/4/23",4795,62.14,66.11,806.5,-243.3319915,-5.34,676.6,-872.766337,0.709023941,0.92493576,785.840708,-15.2,124.8,884.8,689.8,235,264.8,93.7,81.8,85.9,65.5,95,85,-0.5,21.5,26.6,13.9,613,57.6,12.7
"2021/4/30",4705,63.58,67.25,850,-118.7604831,-6.84,451.2,-1007.040206,0.731430325,0.92493576,883.1858407,-71.7,58.3,658.3,323.3,270,298.3,94.5,83.9,88.5,65.5,95,85,-1.8,20.5,26.4,12.4,608,54.3,12.4
"2021/5/7",4810,64.9,68.28,900,-73.71834412,-4.48,479.6,-965.5909056,0.703806016,0.931447781,936.2831858,-102.45,67.55,372.55,52.55,390,302.55,93.6,83,87.4,65.5,95,86,-0.8,23.8,28.4,16,623,56.4,12.2
"2021/5/14",4908,65.37,68.71,990,-212.4405909,1.64,158.64,-667.4012247,0.687906691,0.931447781,865.4867257,45.495,195.495,880.495,495.495,95,265.495,92.6,82.2,86.3,65.5,95,86,1,23.8,27.9,16.7,638,57.7,12.4
"2021/5/21",4953,63.58,66.44,920,-139.8452537,0.22,246.22,-460.0424546,0.662983425,0.91560773,821.2389381,-15.305,84.695,554.695,299.695,185,194.695,90.9,80.6,84.3,65.5,94,84,3.4,24.2,25.5,17.8,637,53.5,13
"2021/5/28",4982,66.32,69.63,880,-14.94657371,2.3,355.26,-234.5380886,0.646715777,0.86562357,965.4867257,-107.545,-57.545,212.455,67.455,405,22.455,92.5,82.2,86.3,65.5,94,83,4.8,24.4,25.4,14.1,648,52.6,14.1
"2021/6/4",5068,69.62,71.89,930,-28.15279067,5.32,543.94,-16.7833693,0.691265893,0.852705129,1031.858407,-74.18,-24.18,430.82,115.82,100,120.82,90.9,80.6,84.3,65.5,94,81,3.6,26,25.9,16.9,659,54,13.4
"2021/6/11",4870,70.91,72.69,940,-190.6953019,-3.54,348.4,79.38866874,0.691265893,0.877697209,965.4867257,-18.725,31.275,511.275,296.275,165,201.275,91,82.7,87,65.5,94,80,5,23.5,22.4,14.4,635,57.1,13.2
"2021/6/18",4845,71.64,73.51,980,-89.54476187,-0.24,277.5,244.2256401,0.660862355,0.865025168,1018.584071,-44.4,-4.4,430.6,330.6,220,140.6,93.4,84.4,89.1,65.5,94,79,4.1,24.2,21.6,14.9,628,59.2,12.6
"2021/6/25",5005,74.05,76.18,1030,-86.92430055,-3.42,339.2,256.4422411,0.619955777,0.877697209,1230.973451,-187.175,-137.175,122.825,77.825,305,67.825,92.8,84.3,89.1,64.8,94,77,1.9,22.8,19.1,12,645,59.6,12.1
"2021/7/2",5045,75.16,76.17,980,-31.1564457,-4.18,412.7,24.65922216,0.669317599,0.930391777,1175.221239,-137.75,-137.75,182.25,-87.75,255,-17.75,93.1,93.1,89.5,64.8,94,84,3.8,19.6,18.8,8.2,649,65.1,11.9
"2021/7/9",5015,74.56,75.55,990,-177.911295,-2.1,387.3,-113.3266806,0.675987686,0.90927171,1069.469027,-5.025,-105.025,584.975,244.975,295,164.975,93.5,85,90,64.8,94,84,3.8,20.4,18,8.5,648,68.3,11.8
"2021/7/16",5355,71.81,73.59,1030,-0.883163301,2.14,620.5,145.6744595,0.669317599,0.88111162,1135.840708,-133.7,-158.7,421.3,-8.7,295,-83.7,93.3,84.7,89.5,64.8,92,80,4.1,21,19.8,10,691,62.7,12.1
"2021/7/23",5450,72.07,74.1,1085,195.1824355,-1.06,601,286.3099107,0.669317599,0.922119751,1268.584071,-263.475,-38.475,226.525,-273.475,335,-178.475,92.5,85.3,90.2,65.3,93,85,5.5,21.2,18.6,9.3,696,57.8,12.6
"2021/7/30",5520,73.95,76.33,1120,275.5595256,12.72,590.1,380.4144063,0.694458697,0.856647541,1423.451327,-248.725,-298.725,-28.725,-423.725,400,-228.725,91.5,85.7,90.7,65.3,94,83,6.4,20.7,18.6,8.4,705,56.3,13.3
"2021/8/6",5472,68.28,70.7,1100,93.77985492,8.38,614.96,415.0230299,0.664556962,0.825671442,1312.831858,-199.47,-224.47,45.53,-289.47,390,-234.47,91.1,85.6,91.1,63.1,94,79,7.2,22.4,21.1,10.2,700,54.1,12.8
"2021/8/13",5230,68.44,70.59,1050,128.8775753,13.56,392.3,267.4858117,0.643797468,0.825671442,1303.982301,-72.825,-87.825,-47.825,-372.825,475,-202.825,89.9,85.7,91.3,63.1,94,74,8.2,24.4,23.9,12.2,667,51.9,12.6
"2021/8/20",4990,62.32,65.18,1050,20.79447121,1.84,47.4,16.17290366,0.684810127,0.856999542,1069.469027,67.475,167.475,142.475,-132.525,390,82.475,86.2,79.9,85.5,57,91,67,8.3,26.4,25.3,14.9,638,53.8,13.9
"2021/8/27",5088,68.74,72.7,1125,-145.9371383,-8.0222,109.34,-26.11398609,0.65443038,0.856999542,1025.221239,-23.905,76.095,81.095,-98.905,445,-33.905,87.7,81.1,87.1,57,89,68,7.9,27.6,27.1,17,655,58.6,14.5
"2021/9/3",5235,69.29,72.61,1180,-144.7847104,-7.02,121.5,-92.02857417,0.651898734,0.880759618,1030.973451,-37.65,62.35,92.35,-62.65,250,62.35,86.6,78.8,85.2,53,87,67,6.3,24.4,26.1,14.2,675,58.3,14.4
"2021/9/10",5368,69.72,72.92,1240,-215.2199468,-10.42,143.04,-210.3084925,0.660506329,0.880759618,986.7256637,-29.605,70.395,225.395,-104.605,170,90.395,87.7,78.9,85.4,53,87,67,7.5,23.6,24.5,13.4,691,55.2,14.3
"2021/9/17",5560,71.97,75.34,1540,-149.4563385,-12.58,-266.9,-120.4866904,0.633164557,0.906631701,1119.469027,-106.375,-6.375,18.625,-206.375,230,43.625,86,77.8,84.1,52.2,85,62,6.5,24.6,23.2,13.9,715,58.9,13.7
"2021/9/24",5685,73.98,78.09,1560,-42.8586823,-4.395,-389.5,-84.7578297,0.623544304,0.906631701,1163.716814,-205.125,94.875,-160.125,-395.125,210,-135.125,83.6,721,78.8,44.9,69,48,5.5,25.9,23.4,17.2,716,51.6,14.4
"2021/9/30",6300,75.17,78.37,1750,81.94457714,8.144,-353,469.2237014,0.560253165,0.906631701,1234.955752,-139.775,190.225,35.225,-154.775,435,45.225,81.1,68.7,75.7,40.1,40,45,5.6,22,16.9,11.9,778,52.6,16
"2021/10/8",6525,79.35,82.39,2000,160.837337,5.342,-583.8,775.8867637,0.619804401,0.933031786,1400.442478,-175.925,274.075,24.075,-275.925,400,109.075,81.6,70,77.2,41,61,66,5,22.3,13.2,12.7,835,49.8,15.2
"2021/10/14",6557,81.31,84,2350,63.39956153,6.68,-1392.94,654.238087,0.643276284,0.908391707,1383.185841,-28.095,521.905,691.905,336.905,655,391.905,81.7,69.3,76.3,41,56,60,5.2,22.5,10.3,12.7,887,52.3,15.2
"2021/10/22",6295,83.76,85.53,2350,153.9943448,14.6,-2108.6,296.3470426,0.62606357,0.908391707,1300.884956,75.4,605.4,1060.4,655.4,825,305.4,82.9,70.6,78,40.7,55,65,6.6,23.3,8.3,14.7,815,55,14.5
"2021/10/29",5640,83.57,84.38,1300,-24.47279763,13.84,-166.1,-286.5336569,0.625476773,0.908391707,929.2035398,92.85,737.85,972.85,657.85,920,272.85,84.2,71.5,77.7,46.9,68,73,7.8,24.8,12.9,15.7,725,60.6,14.4
"2021/11/5",5480,81.27,82.74,1120,-107.6702113,11.38,-24.5,-327.2963223,0.62400978,0.938311803,830.0884956,66.8,791.8,751.8,371.8,860,276.8,84.6,72.2,78.5,46.9,79,82,7.9,27.3,15.3,19.6,710,59,13.4
"2021/11/12",5230,80.79,82.17,1100,-141.1592653,11.48,-137.4,-479.4907356,0.594376528,0.938311803,825.6637168,107.075,737.075,652.075,347.075,780,247.075,85.4,72.9,78.5,49.9,74,70,8.7,28.9,18.6,21,683,63.8,13
"2021/11/19",5053,75.94,78.89,1100,-180.8214087,6.76,-147.06,-597.3272844,0.637652812,0.938311803,775.2212389,77.595,977.595,512.595,292.595,675,207.595,87.8,76.9,83.3,50.7,82,70,6,29,20.1,21.6,660,60.1,13.3
"2021/11/26",5127,68.15,72.72,1100,18.55096224,28.44,-32.64,-510.6183154,0.588264059,0.944295822,869.4690265,124.18,1124.18,339.18,-10.82,490,319.18,87.7,75.7,81.6,51.7,72,58,1.4,26.1,19.5,19.2,668,56.6,13.2
"2021/12/3",4835,68.14,71.41,1100,-123.063155,18.42,-330.1,-580.9354105,0.573493976,0.883047626,559.7345133,222.55,1302.55,517.55,122.55,430,412.55,85,72.9,77.1,55.6,81,64,3,27,22.4,21.2,632,59.9,13.8
"2021/12/10",4855,71.67,75.15,1100,62.26856871,22.2,-236.8,-558.4412363,0.548915663,0.883047626,715.9292035,109.275,1189.275,229.275,-135.725,305,274.275,84.8,72.8,76.8,56.1,80,64,3.2,24.1,22,19.8,640,63.7,13.5
"2021/12/17",4985,70.86,73.52,1060,16.40572494,18.9,-16.2,-424.9078228,0.602409639,0.923527755,724.7787611,97.1,1267.1,127.1,-182.9,330,337.1,83.7,71.8,75.8,55.6,73,59,4,23.5,21.5,19.6,653,64.3,14.5
"2021/12/24",4852,73.79,76.14,920,38.60671495,16.74,86.26,-436.445638,0.641445783,0.898887676,764.6017699,58.405,1258.405,8.405,-336.595,320,253.405,84.5,72.3,76.5,55.1,74,59,3.7,21.8,21,18.8,635,72.3,15.2
"2021/12/31",4882,75.21,77.78,800,16.00917842,17.32,588.46,-410.8221526,0.640963855,0.883223626,819.4690265,86.555,1286.555,26.555,-288.445,355,176.555,84,72.3,76.5,54.9,73,56,3.4,20.1,16.4,17.8,638,68.5,16.2
"2022/1/7",5140,78.9,81.75,870,60.14707846,12.62,541.3,96.98851886,0.590453461,0.883223626,923.0088496,7.825,1027.825,-72.175,-357.175,360,112.825,85.4,71.6,76.2,53,71,52,4,18.1,15,14,675,70.9,16.4
"2022/1/14",5285,82.56,85.57,960,68.30320879,15.08,499.975,349.6725706,0.537470167,0.900471682,1023.451327,48.025,1148.025,-101.975,-176.975,605,168.025,87.5,73.7,79.9,48.2,67,32,5,20.8,16.9,15,695,72.4,16.8
"2022/1/21",5170,85.14,87.89,1100,-42.24370823,16.78,116.45,246.1058287,0.588544153,0.890263649,961.5044248,102.05,1322.05,342.05,107.05,400,332.05,86.7,68.6,78.5,28.6,26,6,7,21.3,20,13.3,682,67.9,17.4
"2022/1/28",5370,86.82,90.03,1180,-26.80856064,13.78,176.9,160.8572615,0.611455847,0.914903728,1017.699115,-80.075,819.925,84.925,-245.075,320,224.925,83.2,66.5,76,28,4,1,9.1,22.3,20.7,15.1,710,67.4,17.2
"2022/2/11",5125,93.1,94.44,1130,-117.928216,17.1,-3.775,-784.1115184,0.739407745,0.819511422,1116.814159,111.575,886.575,266.575,61.575,335,226.575,85.2,69,78.1,32.3,32,31,14.2,29,29.4,24.7,682,78.7,16.2
"2022/2/18",4945,91.07,93.54,1000,-340.4249734,6.72,-7.325,-1080.534613,0.71070615,0.851191524,801.3274336,115.55,790.55,485.55,265.55,285,280.55,89.8,76.5,82.6,51.6,67,50,14.3,30.9,31.7,27.6,655,82.3,15.9
"2022/2/25",4960,91.59,97.93,900,-176.275079,1.74,289.3,-1108.727933,0.698861048,0.860783555,1032.743363,-43.575,626.425,121.425,-38.575,265,171.425,91.9,80.2,86.4,55.1,81,72,10.2,29,30,25.9,660,88.9,15.9
"2022/3/4",5325,115.68,118.11,1450,-332.7794091,-15.86,-261.925,-924.358448,0.693849658,0.874159597,1289.380531,-187.925,542.075,-222.925,-392.925,435,52.075,92.9,81.4,87,58.7,82,73,9.7,25.6,26.6,22,710,94.5,16.4
"2022/3/11",5285,109.33,112.67,1600,-521.758854,-19.62,-806.275,-1377.682925,0.690205011,0.858601148,1199.557522,-206.7,618.3,123.3,-6.7,365,13.3,93.3,82.3,87.9,59.7,90,76,10.9,25.8,26.8,22.9,710,97,16.4
"2022/3/18",5167,104.7,107.93,1450,-275.2385279,20.82,-798.605,-1403.175995,0.701138952,0.833045866,1156.637168,-148.195,681.805,-163.195,-193.195,450,-128.195,94,84.4,90.5,59.7,87,70,10.7,26.2,28.1,26.2,700,95.9,15.5
"2022/3/25",5090,110.5,113.75,1520,-215.4999029,33.1,-906.4,-1611.41451,0.676537585,0.819933824,1360.176991,-140.35,639.65,-255.35,-440.35,345,-200.35,93.1,83.4,89.3,59.2,86,63,12.3,26.9,31.6,27.8,678,97.7,14.6
"2022/4/1",5042,99,103.2,1285,-85.65932174,40.72,-556.48,-1742.129172,0.665375854,0.818173818,1271.681416,-83.195,616.805,-323.195,-333.195,345,-153.195,91.8,81.4,87.3,57,82,60,12.8,26.2,32,26.8,669,96.4,14.1
"2022/4/8",5020,95.94,100.21,1270,-107.7060508,33.74,-464.75,-1528.790761,0.648291572,0.80937379,1271.681416,-80.1,419.9,-565.1,-395.1,475,-95.1,88,78.2,84.4,52.3,70,37,12.6,31.1,36,30,662,100.2,13
"2022/4/15",4830,106.95,111.7,1185,-192.6235978,18.66,-419.35,-1594.48929,0.653758542,0.795997747,1360.176991,-19.05,580.95,-324.05,-334.05,210,-54.05,79.6,66.7,72.2,43.6,53,37,12.8,29.8,36.6,31.2,639,108.6,13.9
"2022/4/22",4920,101.61,106,1160,-136.8945626,28.28,-239.95,-1437.849171,0.634624146,0.801524165,1404.424779,-71.875,478.125,-376.875,-271.875,230,-106.875,79.9,66.2,71.1,46,60,55,12.8,30.8,36.4,32.3,645,108.7,14.2
"2022/4/29",4805,105.8,108.17,1170,-129.3681946,31.58,-347.925,-1468.72934,0.630068337,0.799764159,1326.548673,-115.225,409.775,-745.225,-715.225,330,-85.225,79.3,65.4,70.2,45.5,66,59,10.4,26.8,33.1,25.8,615,117.3,14.5
"2022/5/6",4900,110.27,112.99,1200,-48.44879977,24.32,-302.65,-1170.323059,0.577676538,0.802932169,1481.415929,-100.3,499.7,-385.3,-300.3,55,119.7,80.5,65.4,70.2,45.5,72,58,10.1,27.5,32.5,26.5,623,117.5,14.5
"2022/5/13",5015,110.42,111.49,1250,-472.6094857,-1.4,-379.625,-954.173692,0.593621868,0.782727305,1636.283186,-126.275,598.725,-361.275,-501.275,30,83.725,81.2,67,71.9,46.8,78,63,10,27,33,27.8,621,118.3,14.8
"2022/5/20",4877,109.44,109.55,1265,-451.1001865,1.67,-534.205,-908.4335909,0.583143508,0.783079306,1724.778761,-9.97,715.03,-189.97,-234.97,80,25.03,81.9,68.4,73.4,47.4,75,59,9.5,27.7,35.7,29.7,608,118.5,15.5
"2022/5/27",4783,114.4,114.4,1245,-292.8725889,13.7678,-600.445,-841.9096717,0.575854214,0.797159351,1674.778761,-25.505,674.495,-190.505,-300.505,130,-15.505,83.1,68,73,47.4,64,52,9.8,27,35.6,29,601,120.6,15.6
"2022/6/3",4920,120.26,121.27,1300,-688.8914779,-32.98,-544.75,-630.3090452,0.59602649,0.772484072,1741.150442,59.175,759.175,59.175,-140.825,-35,24.175,84,67.5,72.2,47.9,55,48,10.1,26.6,34,27.4,622,118.7,14.8
"2022/6/10",5122,121.37,122.95,1350,-22.48629943,32.42,-550.08,-279.8167192,0.593377483,0.795716146,2234.070796,-159.295,470.705,-209.295,-379.295,-110,-14.295,85.5,69.3,73.2,53,71,61,10.3,25.3,32.9,26.7,645,117,14.3
"2022/6/17",5097,116.02,117.58,1330,-28.11115894,32,-588.105,-213.079379,0.573068433,0.805924179,1806.637168,-20.745,579.255,19.255,-170.745,-70,104.255,84,69.3,73,53.7,68,59,11.1,28.1,36.1,30.4,639,117.8,14.4
"2022/6/24",4450,105.13,107.13,1235,-102.3844,15,-1051.6,-756.0728355,0.562472406,0.821588229,1496.902655,119.6,519.6,149.6,34.6,-155,189.6,84.2,70.2,74.1,53.7,60,56,11.7,30.6,38.6,33.1,558,123.5,14.3
"2022/7/1",4313,108.25,111.787,1265,-150.9901965,26.3378,-1202.595,-775.729551,0.541721854,0.803509451,1458.40708,257.87,707.87,27.87,142.87,5,377.87,81.9,67.1,71,50.6,53,52,9.8,28,37.5,30.3,542,125.1,14.3
"2022/7/8",4417,101.8,104.03,1240,-7.467604372,27.62,-1049.155,-598.8000017,0.557174393,0.780418177,1292.920354,-111.17,663.83,-336.17,-196.17,40,163.83,79.5,61.9,66.1,46.4,50,50,9.4,29,35.7,33.4,556,123.7,15.7
"2022/7/15",4190,93.03,99.73,1260,-132.7491491,26.14,-1254.5,-638.8810319,0.558057395,0.761410117,894.6902655,357.05,1457.05,52.05,122.05,160,577.05,76.8,59,62.6,43.8,47,51,10.9,29.6,36.1,33.3,523,118.9,17.1
"2022/7/22",4220,96.32,104.12,1230,-353.5955784,8.52,-1168.6,-656.4544447,0.525827815,0.761410117,1111.061947,345.05,1470.05,135.05,145.05,20,400.05,78,59.3,63.1,43.5,63,53,9.8,26.6,33.5,28.5,522,116,17.6
"2022/7/29",4393,98.4,103.8,1170,-214.2395509,10.3578,-851.795,-401.8011406,0.471523179,0.761410117,1265.929204,162.845,1262.845,12.845,52.845,40,107.845,79,61.5,64.9,47.4,66,55,10.4,24.8,32.1,25.8,545,116.4,17.3
"2022/8/5",4065,88.78,94.52,1145,-111.645876,20.02,-1084.875,-662.2258689,0.467549669,0.750674082,1115.486726,312.2,1532.2,217.2,217.2,75,272.2,81.1,63.2,66.9,47.8,66,53,11.6,26.5,33.4,27.5,504,124.8,17.1
"2022/8/12",4115,94.55,100.14,1150,-83.01376558,16.08,-1056.225,-481.1034755,0.467108168,0.750674082,1133.185841,33.3,1383.3,-76.7,-101.7,85,-6.7,82.3,64.4,68.7,46.4,42,39,12.1,27.5,32.2,29.1,510,118,17.6
"2022/8/19",3870,89.23,94.89,1165,-90.95089622,22.1,-1404.95,-760.8839995,0.489183223,0.747154071,976.9911504,162.1,1212.1,202.1,197.1,135,67.1,81.2,64,68.8,44.4,47,44,13.1,29.7,32,31.5,485,119.7,16.9
"2022/8/26",3967,93.33,99.29,1225,79.4349158,24.46,-1482.855,-864.5537796,0.516335541,0.741715653,971.2389381,-12.77,1467.23,47.23,32.23,140,-17.77,82,64.3,68.9,45,62,55,12.3,26.4,32.2,27.6,486,111.3,17.3
"2022/9/2",3967,88.72,94.53,1310,284.7846398,26.0156,-1754.305,-1404.250074,0.514925373,0.666739414,800.4424779,-152.62,1107.38,-82.62,-82.62,210,-212.62,84,68.8,72.8,52,77,66,13.6,24.8,31.4,25.5,482,106.8,16.7
"2022/9/9",4340,86.1,92.4,1381,309.5915035,28.2022,-1578.4,-1155.108202,0.56098081,0.696307508,950.8849558,-261.475,688.525,-126.475,-81.475,190,-191.475,83.3,69.1,73.1,52.2,82,70,13.8,25.5,30.4,28.4,524,96.8,16.7
"2022/9/16",4320,84.4,90.7,1450,349.1977982,17.1,-1696.2,-1053.317168,0.467164179,0.666563413,953.9823009,-250.35,552.65,-125.35,-110.35,210,-200.35,84.3,70.9,75.1,53.6,76,71,13.6,26.9,30.7,29.9,518,91.1,15.3
"2022/9/23",4300,81.78,87.8,1510,387.8283656,14.36,-1846.4,-793.7244048,0.442004264,0.666563413,953.9823009,-269.3,313.7,-269.3,-224.3,230,-189.3,83.9,69.8,73.6,53.6,77,69,13.6,28.5,32.8,31.7,512,90,15.7
"2022/9/30",4228,79.49,87.96,1541,-161.7632454,12.76,-2032.02,-697.904343,0.511513859,0.669203421,1005.309735,50.37,410.37,-219.63,-149.63,220,70.37,83.4,70.3,74.3,53.3,76,68,10.4,27.6,31.8,28.3,500,82.2,15.5
"2022/10/14",4045,87,92.14,1594,-250.2536777,14.36,-2288.625,-932.1266403,0.593176972,0.722672393,905.3097345,227.1,346.1,57.1,192.1,175,482.1,83.6,69.2,72.8,53.7,72,74,13.3,29,31.9,30,475,89.2,15.7
"2022/10/21",4045,84.2,90.3,1630,27.93522282,31.9772,-2367.875,-983.9188115,0.600852878,0.707008342,897.7876106,145,-48,-185,-50,205,265,84.1,69.4,73.1,53.7,74,74,12.3,28.8,31.5,31.1,471,92.3,14.9
"2022/10/28",3818,87.89,94,1620,-119.7020196,30.74,-2579.62,-1239.89651,0.57228145,0.677440248,823.8938053,376.02,43.02,-38.98,66.02,185,481.02,84.1,69.2,73,53.5,71,66,12.9,29.8,32.1,31.2,447,83.4,14.7
"2022/11/4",3937,90.8,97,1574,-541.1756388,5.5328,-2389.055,-1216.600198,0.564033264,0.702080327,620.3539823,127.53,54.53,-622.47,-262.47,410,427.53,82,65.5,69.3,49.6,63,56,11,27.7,30.8,26.8,455,84,15.1
