"y","y1","x1","x2","x3","x4","x5","x7","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x23","x24","x25","x26","x27","x28","x30"
"2016/1/15",4380,29.42,28.94,370,-47.12009463,-14.08,-1313.201615,312.1794872,-173.8,26.2,186.2,211.2,90,111.2,70.7,66.4,18,57,49,70.3,15.3,21,7.2,60.1,7,8.72712
"2016/1/22",4500,32.19,32.18,370,-83.91723913,-30.6,-1019.377832,312.1794872,-274.8,-34.8,60.2,95.2,75,10.2,68.4,65.9,18,48,38,64.6,15.6,21.7,7.8,60.6,7.7,8.90368
"2016/1/29",4715,33.62,34.74,375,-226.8768065,-43.4,-637.3231342,397.6495726,-256.5,-6.5,-1.5,13.5,55,33.5,65.7,60.3,15,9,7,60,14.1,21.8,7.8,51.6,7.6,9.24
"2016/2/5",4710,30.89,34.06,380,-214.9408562,-46.42,-470.3440093,397.6495726,-246.2,3.8,8.8,23.8,55,43.8,65.7,60.3,15,9,7,60,14.1,21.8,7.8,51.6,6.9,8.91
"2016/2/12",4710,29.44,33.36,380,-180.4404622,-42.46,-466.3399092,372.6495726,-246.2,3.8,8.8,23.8,55,43.8,62.5,60.3,15,9,7,60,14.1,21.8,7.8,51.6,7.3,7.6875
"2016/2/19",5075,29.64,33.01,380,-72.41137019,-34.74,-261.4894697,408.1196581,-377.8,-127.8,-142.8,-132.8,95,-127.8,63.5,59.8,15,23,37,53.9,18.4,30,16.5,79.7,7.4,6.9014
"2016/2/26",5200,32.78,35.1,380,-183.3700069,-28.68,-475.3848818,472.2222222,-298,-23,-33,-28,80,-68,69.9,67.6,20,61,63,60.8,18.1,29.6,17.5,79.8,9,7.4624
"2016/3/4",5555,35.92,38.72,385,-87.95376379,-31.5,-589.9627893,618.1623932,-420.8,-45.8,-170.8,-95.8,255,-205.8,74.3,74,30,76,74,65.4,17,28.6,15.5,69.7,8.3,7.6719
"2016/3/11",5550,38.5,40.39,390,-134.6015931,-30.72,-855.1374242,867.3076923,-90.6,234.4,419.4,484.4,135,384.4,78,78.9,36,82,79,69.2,13.2,25.2,10.1,53.5,7.7,9.52072
"2016/3/18",5710,39.44,41.2,390,-70.64338055,-30.64,-870.4833619,792.3076923,-231,94,254,324,160,184,80.7,80.7,39,82,79,69,13.7,25,9.9,54.5,11.1,9.5328
"2016/3/25",5490,39.46,40.44,390,-261.6158325,-39.93,-1133.109973,706.8376068,-144.4,280.6,205.6,365.6,340,245.6,82.86,81.4,39,82,79,79,16.6,26.3,12.2,62.1,10.6,10.1844
"2016/4/1",5520,36.79,38.67,390,-31.54772029,-25.21,-1054.780449,706.8376068,-356.7,168.3,-201.7,-61.7,410,-161.7,84.26,85.4,39,81,78,80.2,17.3,25.8,11.7,62.7,10,9.4304
"2016/4/8",5165,39.72,41.94,390,-85.21941009,-14.73,-1401.233121,714.1025641,-126.9,323.1,-76.9,148.1,410,23.1,84.47,86.3,39,81,77,79.4,18.2,25.8,12,65.3,8,9.8136
"2016/4/15",5265,40.36,43.1,390,35.60277771,-5.03,-1313.329711,820.9401709,-169.2,230.8,-124.2,40.8,305,-4.2,84.64,86.5,39,81,77,80.4,15.3,24.1,10.5,54.9,7.4,10.14
"2016/4/22",5340,43.73,45.11,390,53.7948881,-3.61,-1192.694395,885.042735,-192.8,182.2,-212.8,-12.8,370,-7.8,85.24,88.4,39,80,76,81.2,15.2,24,9.3,51.6,7.2,10.6625
"2016/4/29",5210,45.92,48.13,390,91.76513055,-22.17,-1297.086371,1009.615385,-59.6,140.4,-134.6,90.4,395,-9.6,84.8,88.4,41,79,72,79.4,15.6,22.9,10.5,53.2,7.2,11.024
"2016/5/6",5120,44.66,45.37,390,13.14730965,-15.03,-1428.858929,941.8803419,88.7,238.7,-121.3,138.7,450,98.7,84.7,88.2,41,78,71,79.4,18,24,13.1,60.7,6.3,10.42056
"2016/5/13",5005,46.21,47.83,390,-126.2733761,-21.73,-1503.978787,813.6752137,115.4,265.4,-24.6,205.4,460,165.4,84.5,88.2,41,78,71,79.3,17.6,23.5,13,61.3,4.7,9.8865
"2016/5/20",5000,47.75,48.72,390,-181.339778,-25.69,-1488.306629,863.6752137,121.4,271.4,21.4,211.4,320,151.4,85.3,88.2,41,76,69,79.7,17.3,23.4,14.4,61,7.7,9.5424
"2016/5/27",4875,49.33,49.32,390,-203.6676678,-24.09,-1289.664932,735.4700855,74.1,224.1,-110.9,204.1,470,144.1,85.1,87.9,37,76,69,76.1,17.9,24.2,15.9,66.1,8.7,10.3213
"2016/6/3",4895,48.26,49.64,390,-220.3850329,-18.29,-1074.976675,696.3675214,-93.7,156.3,-233.7,141.3,400,26.3,83.7,85.3,37,76,69,78.9,17.1,24.4,14,63.5,8.1,9.42816
"2016/6/10",4920,49.07,50.54,390,-274.9964498,-34.83,-993.1555878,734.1025641,-82.3,117.7,-152.3,137.7,320,47.7,83,84.3,37,74,68,78.5,17,23.5,14,64.5,9.1,9.2598
"2016/6/17",4893,47.98,49.17,400,-211.2331115,-17.95,-1060.178358,695.6410256,-105.22,64.78,-165.22,144.78,365,29.78,83.1,85.6,37,73,68,75.7,16.5,23.1,13.1,63.4,10.7,8.95968
"2016/6/24",5010,47.64,48.41,400,-236.4924443,-15.87,-1135.845154,712.7350427,-159.4,-59.4,-144.4,170.6,280,-24.4,82.3,85,37,74,71,74.6,16.5,23,11.8,62.5,10.8,9.3708
"2016/7/1",5160,48.99,50.35,400,-203.9823047,-26.53,-1197.808228,829.5726496,-149.9,-74.9,-104.9,145.1,200,-79.9,82.5,85,39,74,71,76.3,14.2,22.8,10.8,56.5,9.9,8.81038
"2016/7/8",5085,45.41,46.76,415,-347.9658183,-27.21,-1351.349201,893.6752137,62.4,112.4,192.4,402.4,190,192.4,82.5,85,39,75,72,76.3,12.6,20.3,9.5,47.6,8.2,8.58
"2016/7/15",5130,45.95,47.61,420,-305.280886,-29.55,-1309.594976,915.042735,37.7,-12.3,182.7,372.7,225,122.7,82.5,85.4,39,73,70,76.3,13.9,19.2,9.7,49.3,7.9,8.91
"2016/7/22",5085,44.19,45.69,420,-254.161193,-24.22,-1265.810865,1021.880342,147.9,22.9,332.9,542.9,335,347.9,83.1,85.5,39,73,69,79.2,11.2,16.8,8.2,39.6,8.2,7.7283
"2016/7/29",5083,41.6,42.46,430,-209.2512973,-16.4,-1137.413269,1020.512821,213.88,63.88,393.88,698.88,465,438.88,82.9,85.7,44,68,60,79.2,12.4,17,9.8,44.4,7.5,7.8793
"2016/8/5",5000,41.8,44.27,435,-212.4802215,-29.32,-1113.535033,964.3162393,104.1,49.1,259.1,584.1,550,384.1,82.3,85.7,44,70,63,75.3,14.3,18.8,11.8,51.5,7.1,8.222
"2016/8/12",5050,44.49,46.97,450,-158.5273057,-25.64,-1183.240874,938.6752137,1.2,51.2,126.2,366.2,535,236.2,83,84.9,44,67,64,81.1,14,19.3,9.5,50.2,5.6,9.936
"2016/8/19",5145,48.52,50.88,470,-179.3535542,-29.88,-1364.484956,1024.145299,30.2,105.2,180.2,470.2,460,145.2,81.6,85.3,44,75,70,78.2,13.1,17.7,8.4,47.3,9,10.5344
"2016/8/26",5220,47.64,49.92,480,-213.411431,-26.96,-1478.017679,1024.145299,73.5,173.5,253.5,568.5,435,158.5,65.3,51.3,28,57,60,73.9,12.9,17.3,10.1,49.4,8.9,7.80378
"2016/9/2",5505,44.44,46.83,495,-195.1597838,-20.66,-1210.53164,1024.145299,-27.7,47.3,112.3,467.3,475,17.3,63.2,59.2,28,57,59,71.6,13.7,18.1,11.5,53,9.2,7.1981
"2016/9/9",5390,45.88,48.01,515,-156.2755525,-23.61,-1297.363457,1020.512821,-28.1,46.9,51.9,421.9,480,-18.1,67.5,64,34,76,70,73.6,11.8,17.9,11.2,51,10.5,6.7704
"2016/9/18",5262,43.03,45.77,535,-147.7603206,-14.42,-1406.973708,939.3162393,6.42,126.42,71.42,401.42,580,51.42,80,81.8,38,80,76,75,12,17.8,12.3,53.1,10.5,8.4
"2016/9/23",5140,44.48,45.89,555,-173.9602895,-19.04,-1425.96538,935.042735,38.6,113.6,53.6,393.6,630,83.6,80.6,82.8,38,84,80,79.8,11.9,17.1,10.5,50.8,10.2,6.99741
"2016/9/30",5160,48.24,49.06,565,-188.3721338,-18.08,-881.4041092,977.7777778,120.5,120.5,195.5,480.5,510,195.5,80.3,83.3,40,84,80,79.8,9.9,16.4,8.5,41.9,11.2,7.34006
"2016/10/8",5230,49.81,51.93,565,-150.4664856,-24.02,-978.6544825,970.5128205,73.6,48.6,183.6,428.6,485,198.6,80.5,83.3,40,84,80,79.8,9.5,16.4,8,41.4,8.3,7.3437
"2016/10/21",5387,50.85,51.78,580,-132.1147747,-21.3,-738.1651322,1009.615385,0.62,-24.38,395.62,530.62,485,250.62,81.8,83.4,40,84,80,83.1,7.2,11.6,6.6,31.6,11.5,8.0982
"2016/10/28",5640,48.7,49.71,595,-122.5913397,-20.64,-461.5867903,985.2564103,-76.9,-106.9,343.1,458.1,440,168.1,82.3,83.4,40,79,79,83.1,7.2,11.5,6.8,32.9,10.3,8.3946
"2016/11/4",5880,44.07,45.58,605,-136.3551169,-18.74,64.56119704,860.2564103,-63.9,-118.9,396.1,456.1,400,91.1,83.2,84.6,40,78,78,83.1,8.1,10.8,7.2,34.8,8.5,7.8208
"2016/11/11",6310,43.41,44.75,610,3.486352722,-19.92,500.5644517,919.6581197,-223.1,-98.1,171.9,171.9,360,-23.1,82.7,84.8,40,78,78,81.3,5.8,10.8,4.8,24.9,6.4,8.1873
"2016/11/18",6270,45.69,46.86,605,-151.1160105,-19.7,335.0630431,912.3931624,12.5,-62.5,472.5,402.5,320,117.5,82.9,84.8,40,78,77,81.3,7.5,9.1,4.8,27,6.5,7.461
"2016/11/25",6315,46.06,47.24,600,-63.721102,-23.32,159.2445071,976.4957265,-52.5,-52.5,367.5,367.5,335,52.5,82,85.2,38,78,77,81.8,7.3,8.9,5.3,26.3,6,7.79
"2016/12/2",6475,51.68,54.46,600,-92.34888881,-30.54,242.1480475,983.3333333,-20.6,54.4,289.4,419.4,435,99.4,81.5,85.2,38,78,76,81.8,6,8.8,4.3,21.3,6.1,7.498
"2016/12/9",7240,51.5,54.33,600,24.23656343,-24.5,623.1045432,1053.846154,-43.3,56.7,186.7,536.7,530,101.7,81.8,85.2,38,82,76,83.8,2,8.7,3.7,16.4,5.7,8.18
"2016/12/16",7610,51.9,55.21,595,7.448513009,-32.62,896.7929503,1202.564103,188.2,213.2,513.2,1008.2,415,408.2,81.3,85.2,38,81,71,83.8,2.5,7.3,1.1,10.7,6.2,7.8861
"2016/12/23",7410,53.02,55.16,595,-158.7624359,-30.62,732.418195,1145.299145,456.7,331.7,771.7,1246.7,410,551.7,81.5,85.2,38,81,62,83.8,3.5,8.8,2.2,16,8.2,8.476
"2016/12/30",8190,53.72,56.82,595,-66.48475973,-28.54,1515.678269,1073.931624,33.2,-16.8,383.2,898.2,400,123.2,82.8,85.2,38,81,59,84.2,5.7,9.9,2.9,19,6.5,9.108
"2017/1/6",7700,53.99,57.1,595,-66.51597937,-23.54,1128.853175,3281.196581,188.5,-61.5,393.5,923.5,385,283.5,84.5,87,38,79,54,86.6,9,12.6,5.6,30.2,6.4,9.802
"2017/1/13",7810,52.37,55.45,595,-10.12014328,-25.52,1317.221493,3217.094017,-1.3,-176.3,88.7,418.7,530,58.7,83.3,88.7,35,64,42,84.6,12.1,14.8,7.5,38.5,6.2,10.5791
"2017/1/20",7830,52.42,55.49,595,-80.74019352,-29.76,1076.784479,3195.726496,-11.6,-111.6,118.4,48.4,375,63.4,76.5,80.3,18,15,8,80,12,17.3,5.3,39.5,6.1,9.7155
"2017/2/4",8270,53.83,56.81,595,56.53237502,-28.54,1166.369424,3366.666667,-236.4,-186.4,18.6,-196.4,250,-186.4,75.4,80.3,18,15,8,80,19.3,28.6,9,69.1,10.5,9.5758
"2017/2/10",7910,53.86,56.7,590,71.29628809,-7.58,501.180746,3516.239316,69.6,69.6,279.6,119.6,145,329.6,78.3,76.6,27,46,38,73.7,18.3,29,10.2,65.9,9.5,11.10824
"2017/2/17",7510,53.4,55.81,590,16.68854283,-13.9,-246.3424232,3273.504274,207.2,132.2,487.2,342.2,140,557.2,83,83.9,40,80,73,80.6,19.7,29.1,11.7,69.5,8.8,11.869
"2017/2/24",7380,53.99,55.99,590,-57.09429683,-10.6,-391.0878235,3116.666667,203.8,83.8,533.8,333.8,140,513.8,85.9,88.6,40,86,80,82.1,21.7,29.7,14.4,75.7,7.8,10.3939
"2017/3/3",6965,53.33,55.9,595,-95.27540747,-9.94,-535.1595915,2917.094017,191.4,166.4,566.4,246.4,215,446.4,86.6,89.9,46,86,79,82.1,23.5,30.1,15.5,80.6,8.4,10.2188
"2017/3/10",6750,48.49,51.37,605,-212.4519941,7.4,-290.1606535,2439.316239,262,212,537,257,350,552,86.2,88.4,47,86,79,83.4,25.6,30.7,17.3,88.4,9.7,9.9992
"2017/3/17",6940,48.78,51.76,625,-264.0461234,-6.18,232.385836,2632.478632,63.8,63.8,53.8,-151.2,405,238.8,86.3,87.8,46.5,86,74,86,24,28.7,14.1,83.8,7.6,11.0464
"2017/3/24",6360,47.97,50.8,635,-144.1901357,2.96,-263.7090828,2604.273504,149.7,199.7,179.7,34.7,490,334.7,87.3,89.5,46.5,86,73,84.4,24.4,30.4,15.8,89.7,7.3,10.3887
"2017/3/31",6225,50.6,52.83,650,-226.6195123,3.92,-410.9343602,2476.068376,135.9,110.9,0.9,-154.1,530,285.9,86.6,87.2,46.5,85,73,84.4,23,30.4,16,89.8,9.3,9.69696
"2017/4/7",6280,52.24,55.24,650,-346.1427385,-15.54,-481.6116412,2697.435897,99.2,74.2,174.2,-125.8,320,264.2,86.4,87.5,46.5,84,72,81,18.2,28.8,12.7,76.3,7.8,9.8496
"2017/4/14",5955,53.18,55.89,645,-257.0322099,-2.42,-817.5378935,2697.435897,291.4,141.4,616.4,306.4,200,491.4,87.6,88.9,46.5,86,76,82.8,16.2,25.8,13.4,69.7,7,10.512
"2017/4/21",5880,49.62,51.96,640,-300.3205837,-6.76,-1063.497673,2611.965812,259.9,9.9,674.9,374.9,255,544.9,87.5,89.1,46.5,86,76,81.5,16.4,25.8,14.5,69.5,9.2,10.5875
"2017/4/28",5875,49.33,51.73,635,-244.0061937,-3.56,-1102.242656,2483.760684,150.3,-69.7,435.3,205.3,445,475.3,87.6,89.3,46,86,75,81.5,17.2,25.3,13.6,70.5,9.4,10.7748
"2017/5/5",5865,46.2,49.1,625,-224.9656657,2.94,-1120.893291,2403.448276,98.3,-101.7,263.3,133.3,550,398.3,87.3,88.3,46,86,74,82.5,19,27.2,15.6,77.5,9.8,11.4363
"2017/5/12",5710,47.84,50.84,610,-272.6547126,-6.3,-1172.699081,2395.689655,4.5,-120.5,94.5,4.5,465,309.5,86.1,88.1,46,86,74,80.8,17,26.9,13,71.9,8.1,12.2262
"2017/5/19",6530,50.33,53.61,595,-303.0151037,-12.42,101.6479895,2525,-240.4,-165.4,-165.4,-240.4,435,154.6,86.6,88,46,86,74,80.8,13.1,24.2,8.3,51.1,9.2,11.8642
"2017/5/26",6515,49.8,52.15,580,-199.9152756,-0.66,453.8853121,2611.206897,-40.7,-15.7,184.3,199.3,230,364.3,87,89.6,46,86,77,81.7,11.4,23.8,8.6,51,6.7,10.527
"2017/6/2",6435,47.66,49.95,580,-184.0719705,-6.4,723.0109935,2489.655172,21.7,171.7,216.7,286.7,285,391.7,88.1,91,46,86,77,83.1,11.8,24.5,8.9,54.3,6.4,10.3077
"2017/6/9",6580,45.83,48.15,565,-104.8452899,-7.72,1000.835772,2289.655172,-96.4,-46.4,113.6,218.6,270,238.6,87.6,91.2,46,86,78,81.2,10.9,24.5,9.1,52.6,6.9,10.3368
"2017/6/16",6755,44.74,47.37,575,-109.6286132,-6.02,1113.411147,2354.310345,-106.7,18.3,113.3,378.3,185,268.3,87.8,90.4,46,86,79,83.5,7.9,24.3,7.8,47.5,5.5,10.3604
"2017/6/23",6510,43.01,45.54,580,-21.29537191,-2.54,805.8848586,2132.758621,-9.7,20.3,300.3,630.3,145,360.3,88.8,92.6,46,86,79,84.1,6.6,23.6,5.5,44.5,6.4,10.3008
"2017/6/30",6800,46.04,47.92,590,13.32538878,-3.44,1280.919793,2240.517241,-52.1,-77.1,222.9,537.9,220,222.9,88.3,92.2,46,85,78,83.7,6.8,22.8,4.9,42.1,5.2,9.6247
"2017/7/7",6935,44.23,46.71,590,130.3887953,0.2,1332.829731,2348.275862,-63.3,-13.3,346.7,646.7,220,366.7,88.3,92.2,46,85,78,84.1,5.7,20.5,4.2,35.1,5,8.0353
"2017/7/14",7295,46.54,48.91,595,553.5285317,10.3,1658.535683,2614.655172,-182.1,-157.1,32.9,302.9,145,147.9,89.1,92.8,46,84,78,84.6,6.5,19,3.5,32.5,6.7,7.9299
"2017/7/21",7120,45.77,48.06,605,369.5373682,11.72,1421.807326,2600.862069,84.9,59.9,354.9,564.9,70,414.9,89.3,92.4,46,82,69,85,7.9,19.9,4.2,36.8,4.9,7.9477
"2017/7/28",7320,49.71,52.52,610,217.2866871,6.82,1538.455957,2393.103448,-35,15,220,405,210,310,89.2,92.4,46,63,52,85,10.3,21,6,43.2,5.1,8.028
"2017/8/4",7425,49.58,52.42,615,86.96352106,-5.06,1172.160791,2250,-82,68,3,23,255,143,88.5,92.4,46,77,71,84.4,12.3,23.5,7.2,50.3,5.8,8.319
"2017/8/11",7185,48.82,52.1,615,216.9623974,-3.18,455.3342239,2150,3.9,128.9,3.9,-26.1,80,248.9,88.8,91.9,46,83,73,84.4,10.3,22.8,8.5,48.3,5.6,9.0576
"2017/8/18",7225,48.51,52.82,615,126.4858275,-8.18,177.290059,2150,63.4,63.4,118.4,218.4,55,343.4,88.6,91.1,46,84,79,82.4,8.4,19,6.4,40.8,5.7,9.2144
"2017/8/25",7420,47.87,52.41,615,291.889527,-7.14,310.1867224,2365.517241,83.7,133.7,8.7,173.7,90,308.7,88.7,91.1,46,84,78,83,6.8,18,5.8,36.7,6.3,8.6039
"2017/9/1",7700,47.29,52.75,610,364.2266885,-2.8,657.1726632,2473.275862,87.7,112.7,77.7,217.7,55,327.7,88.3,90.2,46,83,76,80.4,5.2,16.8,3.1,29.1,6.4,8.5651
"2017/9/8",7780,47.48,53.78,610,289.7519678,-9.68,785.2323017,2467.241379,328.5,158.5,368.5,653.5,175,583.5,88,90.2,46,81,71,82.5,4.5,14,2,24.1,5.9,9.152
"2017/9/15",7355,49.89,55.42,615,296.2812586,2.58,164.0080211,2367.241379,481.6,131.6,566.6,821.6,150,771.6,89.6,91,46,79,73,82.5,6.4,13.7,3.4,28.2,4.5,9.3184
"2017/9/22",7265,50.66,56.86,630,277.0822528,-4.68,-99.70459089,2281.034483,360.6,110.6,430.6,690.6,275,1035.6,91.5,94.3,46,82,76,84.3,8.5,13.9,5.6,31.3,5.3,11.8035
"2017/9/29",7275,51.67,57.54,630,137.4340628,0.98,-57.28437073,2237.931034,380.3,130.3,340.3,520.3,360,1100.3,93.1,95.2,46,86,80,87.6,12.5,13.6,8.2,39.1,7.8,11.2651
"2017/10/13",7270,51.45,57.17,630,148.0878548,-11,166.4498536,2173.275862,337.1,62.1,282.1,427.1,395,1022.1,94.4,97,46,87,79,87.4,11.1,16.2,7.7,42.7,6.1,9.912
"2017/10/20",7545,51.84,57.75,630,143.2387704,-2.98,485.6091997,2237.931034,292.8,-7.2,392.8,407.8,200,1027.8,93.2,96.4,46,87,78,87.9,7.4,14.5,4.1,29.4,5.1,8.5744
"2017/10/27",7435,53.9,60.44,625,178.967701,4.66,538.2811709,2312.068966,270.1,-49.9,495.1,460.1,160,950.1,93.1,97.1,46,78,71,88.6,6.6,13.5,3.5,28.6,6.2,8.2859
"2017/11/3",7355,55.64,61.27,625,21.52827274,2.88,435.8388503,2329.310345,321.6,6.6,701.6,666.6,175,1051.6,92.3,95.4,46,88,81,87,5.4,13.4,2.5,25.8,5.4,8.7685
"2017/11/10",7430,56.74,63.52,620,96.69895127,2.32,245.1678451,2381.034483,201.3,-48.7,636.3,636.3,200,1031.3,92.1,95.4,46,88,80,87.6,4.5,11.4,1.5,18.6,4.8,9.1179
"2017/11/17",7240,56.55,62.72,620,271.5411979,7.32,91.91731476,2402.586207,149,24,664,679,180,999,92.5,95.4,46,86,78,90.4,5.1,12,1.9,19.5,6.6,9.25
"2017/11/24",7380,58.95,63.86,615,159.6887848,3.74,254.742837,2272.413793,135.2,20.2,590.2,550.2,240,905.2,93.1,95.4,46,84,77,90.9,7.8,13.2,4.3,28,5.3,9.9617
"2017/12/1",7395,58.36,63.73,615,191.3386941,9.4,191.7191151,2194.827586,-2.9,-77.9,372.1,177.1,180,702.1,92.2,94.8,46,83,74,90.9,8.2,13.7,3.1,29.5,4.4,9.9576
"2017/12/8",7395,57.36,63.4,620,426.5265731,17.7,184.1330088,2281.034483,-87.8,-37.8,127.2,-67.8,230,517.2,91.2,93.9,46,76,68,90.9,9.3,14.2,6.3,34.5,3.6,9.8496
"2017/12/15",7405,57.3,63.23,620,427.4683563,34.68,106.5371093,2137.931034,-124,-24,-19,-194,250,341,89.5,93.7,46,80,72,90.9,10.8,16.2,8,42.5,5.7,10.4715
"2017/12/22",7465,58.47,64.73,625,385.2454106,18.08,51.20484366,2150.862069,-120.8,14.2,-10.8,-15.8,175,374.2,89.2,93.4,46,80,71,86.7,8.6,16,6.8,37.7,6.3,10.9716
"2017/12/29",7685,60.42,66.87,630,325.0482769,4.88,228.3849161,2267.241379,-64.9,85.1,-4.9,-64.9,85,300.1,89.9,93.4,46,79,70,88.2,8.7,16.1,5,35.7,5.2,11.1476
"2018/1/5",7930,61.44,67.62,630,443.2035775,5.64,403.7280025,414.6551724,-12.575,87.425,87.425,77.425,125,357.425,91.2,93.1,46,78,68,89.2,7.4,17.1,4,33.5,7.1,11.4912
"2018/1/12",8250,64.3,69.87,630,345.4346729,8.38,830.8757666,498.2758621,210.15,135.15,140.15,195.15,125,495.15,89.8,93.1,46,77,66,86.5,8,17,4.6,32.8,4,11.4944
"2018/1/19",7960,63.37,68.61,630,182.8907256,12.44,623.4542979,355.1724138,411.2,311.2,346.2,426.2,160,761.2,88.6,90.7,46,75,63,86.5,10.5,17.9,7.1,39.6,4.9,11.4294
"2018/1/26",7860,66.14,70.52,630,193.3030733,17.54,822.1664387,212.0689655,369.05,294.05,314.05,344.05,105,774.05,86.3,86,33,63,47,84.2,9.3,20.4,7.2,40.6,6.5,13.0313
"2018/2/2",7940,65.45,68.58,630,202.6875242,21.22,1001.921127,61.20689655,188.625,313.625,68.625,138.625,250,663.625,86.3,83.8,20,35,34,81.6,9.8,22,7.7,45.3,8.3,12.945
"2018/2/9",7840,59.2,62.79,630,310.6271432,45.34,948.5816508,-89.65517241,59.95,369.95,64.95,119.95,300,669.95,80.4,77.2,16,8,5,69.4,6.9,23.5,1.2,39.7,7.3,11.256
"2018/2/14",7930,61.9,65.25,625,369.2137251,32.14,1069.144129,-89.65517241,-115.55,184.45,-80.55,-55.55,270,494.45,80.4,77.2,16,8,5,69.4,6.9,23.5,1.2,39.7,7.3,11.256
"2018/2/24",8085,63.55,67.31,625,449.0482094,36.86,1490.586542,-46.55172414,-224.35,125.65,-169.35,-184.35,200,335.65,81,75,17,11,16,69.4,14,33,8.5,67.5,12.5,11.34
"2018/3/2",7745,61.25,64.37,620,599.4420418,41.12,1111.66369,11.20689655,-62.4,212.6,-57.4,47.6,165,447.6,86.6,83.1,21,44,42,79,15.1,32.7,10.8,72.1,13.5,13.0766
"2018/3/9",7055,62.04,65.49,620,362.0501816,51.02,94.84913969,-161.2068966,229.525,504.525,354.525,439.525,180,739.525,89.9,88.9,40,77,69,79.8,18.5,32.4,14.5,80.3,12.3,13.2153
"2018/3/16",6710,62.34,66.21,610,331.803949,39.32,-548.9001774,-25.86206897,329.95,529.95,459.95,554.95,150,794.95,92.2,91.7,54,86,79,85.3,18.3,31.7,15.3,81.3,10.4,13.9222
"2018/3/23",6895,65.88,70.45,605,200.287644,19.98,-388.5577039,24.13793103,383.4,483.4,668.4,723.4,130,838.4,93.4,93.2,59,87,82,85.3,13,29.7,12,68.4,10.6,13.6364
"2018/3/30",7315,64.94,70.27,600,185.0688486,36.3,78.07958442,152.5862069,269,369,609,684,155,704,93.1,93.2,59,87,82,86.8,13.7,27,11.4,65.1,11.3,12.8478
"2018/4/13",8340,67.39,72.58,585,148.3390112,52.72,1144.670907,410.3448276,24.975,874.975,439.975,489.975,140,254.975,95.5,95.1,59,87,82,88.2,10,23.8,7.2,53.7,7.7,11.1735
"2018/4/20",8440,68.38,74.06,580,195.3387684,51.14,1403.8072,561.2068966,72.425,1647.425,502.425,552.425,160,397.425,97.3,96.8,61,87,82,89.9,7.7,21.6,5.8,43.9,10.9,10.703
"2018/4/27",7850,68.1,74.64,580,114.395016,58.86,1017.832065,339.6551724,249.35,1949.35,729.35,814.35,135,509.35,97.5,97.1,61,87,84,91.2,9.6,21.1,6.6,47.3,6.7,11.0175
"2018/5/4",7755,69.71,74.87,580,103.3263356,52.6,1075.351942,225,197.625,2172.625,717.625,807.625,205,472.625,96.9,96.2,61,87,84,91.2,12.7,22.4,8.1,54.6,7.7,11.3373
"2018/5/11",7275,70.7,77.12,580,85.4867355,48.22,645.3016373,171.5517241,220.975,2370.975,775.975,925.975,195,595.975,97.5,96.2,60,87,84,92.3,9.8,20.4,5.7,46.3,7.5,11.7975
"2018/5/18",7255,71.28,78.51,580,176.9672355,60.48,605.4547333,85.34482759,80.65,2280.65,695.65,860.65,255,555.65,97.7,96.5,61,87,85,92.3,11.9,20.4,7.2,51.2,6.6,12.701
"2018/5/25",6850,67.88,76.44,585,134.3905887,64.82,-227.3984438,-18.96551724,83.425,2283.425,658.425,768.425,370,693.425,96.9,95.4,61,87,84,92.3,13.8,21,8.5,54.9,7.6,12.8877
"2018/6/1",7175,65.81,76.79,585,193.6372237,80.28,96.05385208,-5.172413793,-61.325,2138.675,428.675,488.675,415,553.675,96.3,94.3,61,85,81,90.1,12.6,21.1,7.6,51.4,9.4,12.2301
"2018/6/8",6950,65.74,76.46,585,237.861302,87.92,-185.6703716,-26.72413793,-23.775,2201.225,556.225,556.225,350,596.225,96.4,94.9,61,83,77,91.5,13.5,21,6.7,51.9,7.6,12.05
"2018/6/15",7040,65.06,73.44,590,193.0083633,85.94,-228.2016172,23.27586207,-41.1,1983.9,598.9,583.9,315,496.9,96.8,94.9,61,83,77,92.5,11.1,19.7,5.7,48.1,5.8,11.4224
"2018/6/22",6770,68.58,75.55,590,261.2907331,105.34,-572.662948,51.72413793,88.475,2038.475,753.475,743.475,270,553.475,95,94.4,61,83,77,90.7,12,20.7,5,50.5,7.5,11.59
"2018/6/29",7120,74.15,79.44,590,180.2232845,89.62,-366.7124861,181.0344828,-88.25,1711.75,581.75,511.75,295,371.75,92.2,92.4,61,83,77,87.1,10.6,19.2,2.4,37.7,9.7,11.7094
"2018/7/6",7065,73.8,77.11,590,154.9467602,84.72,-470.8009679,174.137931,-49.75,1400.25,700.25,510.25,165,425.25,92.6,92.6,61,83,77,89.3,12,20.2,3,40.2,9.5,10.649
"2018/7/13",7195,71.01,75.33,590,179.8929974,81.7,-473.9191147,281.8965517,-2.5,797.5,752.5,582.5,45,312.5,93.9,93,61,81,75,89.3,10,19.5,3.5,39.2,6.1,10.5168
"2018/7/20",7375,68.26,73.07,590,163.4780195,74.44,-244.3663572,275,-111.125,513.875,808.875,528.875,45,153.875,94.7,93.2,61,87,79,92.7,10.3,18.6,2.9,39.2,4.8,10.417
