"y","y1","x1","x2","x3","x4","x5","x7","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x23","x24","x25","x26","x27","x28","x30"
"2022/1/7",5140,78.9,81.75,870,60.14707846,12.62,96.98851886,923.0088496,7.825,1027.825,-72.175,-357.175,360,112.825,85.4,76.2,53,71,52,84.6,18.1,15,14,51.1,7.5,14.0056
"2022/1/14",5285,82.56,85.57,960,68.30320879,15.08,349.6725706,1023.451327,48.025,1148.025,-101.975,-176.975,605,168.025,87.5,79.9,48.2,67,32,80.9,20.8,16.9,15,57.7,5.2,14.7
"2022/1/21",5170,85.14,87.89,1100,-42.24370823,16.78,246.1058287,961.5044248,102.05,1322.05,342.05,107.05,400,332.05,86.7,78.5,28.6,26,6,78.8,21.3,20,13.3,61.6,3.2,15.0858
"2022/1/28",5370,86.82,90.03,1180,-26.80856064,13.78,160.8572615,1017.699115,-80.075,819.925,84.925,-245.075,320,224.925,83.2,76,28,4,1,74,22.3,20.7,15.1,67.2,5.2,14.3104
"2022/2/11",5125,93.1,94.44,1130,-117.928216,17.1,-784.1115184,1116.814159,111.575,886.575,266.575,61.575,335,226.575,85.2,78.1,32.3,32,31,73,29,29.4,24.7,97.3,5.1,13.8024
"2022/2/18",4945,91.07,93.54,1000,-340.4249734,6.72,-1080.534613,801.3274336,115.55,790.55,485.55,265.55,285,280.55,89.8,82.6,51.6,67,50,85.8,30.9,31.7,27.6,104.5,8,14.2782
"2022/2/25",4960,91.59,97.93,900,-176.275079,1.74,-1108.727933,1032.743363,-43.575,626.425,121.425,-38.575,265,171.425,91.9,86.4,55.1,81,72,85,29,30,25.9,95.1,7.2,14.6121
"2022/3/4",5325,115.68,118.11,1450,-332.7794091,-15.86,-924.358448,1289.380531,-187.925,542.075,-222.925,-392.925,435,52.075,92.9,87,58.7,82,73,87.2,25.6,26.6,22,83.9,11,15.2356
"2022/3/11",5285,109.33,112.67,1600,-521.758854,-19.62,-1377.682925,1199.557522,-206.7,618.3,123.3,-6.7,365,13.3,93.3,87.9,59.7,90,76,82.7,25.8,26.8,22.9,86.4,11,15.3012
"2022/3/18",5167,104.7,107.93,1450,-275.2385279,20.82,-1403.175995,1156.637168,-148.195,681.805,-163.195,-193.195,450,-128.195,94,90.5,59.7,87,70,79.4,26.2,28.1,26.2,91.2,13,14.57
"2022/3/25",5090,110.5,113.75,1520,-215.4999029,33.1,-1611.41451,1360.176991,-140.35,639.65,-255.35,-440.35,345,-200.35,93.1,89.3,59.2,86,63,78.3,26.9,31.6,27.8,98.6,12.5,13.5926
"2022/4/1",5042,99,103.2,1285,-85.65932174,40.72,-1742.129172,1271.681416,-83.195,616.805,-323.195,-333.195,345,-153.195,91.8,87.3,57,82,60,71.7,26.2,32,26.8,97.8,11.5,12.9438
"2022/4/8",5020,95.94,100.21,1270,-107.7060508,33.74,-1528.790761,1271.681416,-80.1,419.9,-565.1,-395.1,475,-95.1,88,84.4,52.3,70,37,66.7,31.1,36,30,109.7,14.1,11.44
"2022/4/15",4830,106.95,111.7,1185,-192.6235978,18.66,-1594.48929,1360.176991,-19.05,580.95,-324.05,-334.05,210,-54.05,79.6,72.2,43.6,53,37,61.5,29.8,36.6,31.2,110.4,13.5,11.0644
"2022/4/22",4920,101.61,106,1160,-136.8945626,28.28,-1437.849171,1404.424779,-71.875,478.125,-376.875,-271.875,230,-106.875,79.9,71.1,46,60,55,63.2,30.8,36.4,32.3,112.3,13.2,11.3458
"2022/4/29",4805,105.8,108.17,1170,-129.3681946,31.58,-1468.72934,1326.548673,-115.225,409.775,-745.225,-715.225,330,-85.225,79.3,70.2,45.5,66,59,61.6,26.8,33.1,25.8,96.1,13,11.4985
"2022/5/6",4900,110.27,112.99,1200,-48.44879977,24.32,-1170.323059,1481.415929,-100.3,499.7,-385.3,-300.3,55,119.7,80.5,70.2,45.5,72,58,57.7,27.5,32.5,26.5,96.6,12.5,11.6725
"2022/5/13",5015,110.42,111.49,1250,-472.6094857,-1.4,-954.173692,1636.283186,-126.275,598.725,-361.275,-501.275,30,83.725,81.2,71.9,46.8,78,63,65.7,27,33,27.8,97.8,13.5,12.0176
"2022/5/20",4877,109.44,109.55,1265,-451.1001865,1.67,-908.4335909,1724.778761,-9.97,715.03,-189.97,-234.97,80,25.03,81.9,73.4,47.4,75,59,67.2,27.7,35.7,29.7,102.6,13,12.6945
"2022/5/27",4783,114.4,114.4,1245,-292.8725889,13.7678,-841.9096717,1674.778761,-25.505,674.495,-190.505,-300.505,130,-15.505,83.1,73,47.4,64,52,74.3,27,35.6,29,101.4,13.3,12.9636
"2022/6/3",4920,120.26,121.27,1300,-688.8914779,-32.98,-630.3090452,1741.150442,59.175,759.175,59.175,-140.825,-35,24.175,84,72.2,47.9,55,48,78.2,26.6,34,27.4,98.1,13.6,12.432
"2022/6/10",5122,121.37,122.95,1350,-22.48629943,32.42,-279.8167192,2234.070796,-159.295,470.705,-209.295,-379.295,-110,-14.295,85.5,73.2,53,71,61,80,25.3,32.9,26.7,95.2,12,12.2265
"2022/6/17",5097,116.02,117.58,1330,-28.11115894,32,-213.079379,1806.637168,-20.745,579.255,19.255,-170.745,-70,104.255,84,73,53.7,68,59,78.9,28.1,36.1,30.4,105.7,11.9,12.096
"2022/6/24",4450,105.13,107.13,1235,-102.3844,15,-756.0728355,1496.902655,119.6,519.6,149.6,34.6,-155,189.6,84.2,74.1,53.7,60,56,77.7,30.6,38.6,33.1,114,13,12.0406
"2022/7/1",4313,108.25,111.787,1265,-150.9901965,26.3378,-775.729551,1458.40708,257.87,707.87,27.87,142.87,5,377.87,81.9,71,50.6,53,52,76.9,28,37.5,30.3,105.6,12,11.7117
"2022/7/8",4417,101.8,104.03,1240,-7.467604372,27.62,-598.8000017,1292.920354,-111.17,663.83,-336.17,-196.17,40,163.83,79.5,66.1,46.4,50,50,83.7,29,35.7,33.4,107.5,9.5,12.4815
"2022/7/15",4190,93.03,99.73,1260,-132.7491491,26.14,-638.8810319,894.6902655,357.05,1457.05,52.05,122.05,160,577.05,76.8,62.6,43.8,47,51,83.1,29.6,36.1,33.3,109.9,9.5,13.1328
"2022/7/22",4220,96.32,104.12,1230,-353.5955784,8.52,-656.4544447,1111.061947,345.05,1470.05,135.05,145.05,20,400.05,78,63.1,43.5,63,53,85.2,26.6,33.5,28.5,98.4,9,13.728
"2022/7/29",4393,98.4,103.8,1170,-214.2395509,10.3578,-401.8011406,1265.929204,162.845,1262.845,12.845,52.845,40,107.845,79,64.9,47.4,66,55,86.4,24.8,32.1,25.8,93.1,10,13.667
"2022/8/5",4065,88.78,94.52,1145,-111.645876,20.02,-662.2258689,1115.486726,312.2,1532.2,217.2,217.2,75,272.2,81.1,66.9,47.8,66,53,86,26.5,33.4,27.5,99,8.6,13.8681
"2022/8/12",4115,94.55,100.14,1150,-83.01376558,16.08,-481.1034755,1133.185841,33.3,1383.3,-76.7,-101.7,85,-6.7,82.3,68.7,46.4,42,39,85.7,27.5,32.2,29.1,100.9,9.3,14.4848
"2022/8/19",3870,89.23,94.89,1165,-90.95089622,22.1,-760.8839995,976.9911504,162.1,1212.1,202.1,197.1,135,67.1,81.2,68.8,44.4,47,44,80.8,29.7,32,31.5,106.3,11,13.7228
"2022/8/26",3967,93.33,99.29,1225,79.4349158,24.46,-864.5537796,971.2389381,-12.77,1467.23,47.23,32.23,140,-17.77,82,68.9,45,62,55,81.6,26.4,32.2,27.6,98.5,8.1,14.186
"2022/9/2",3967,88.72,94.53,1310,284.7846398,26.0156,-1404.250074,800.4424779,-152.62,1107.38,-82.62,-82.62,210,-212.62,84,72.8,52,77,66,80.6,24.8,31.4,25.5,95.3,6.5,14.028
"2022/9/9",4340,86.1,92.4,1381,309.5915035,28.2022,-1155.108202,950.8849558,-261.475,688.525,-126.475,-81.475,190,-191.475,83.3,73.1,52.2,82,70,73.9,25.5,30.4,28.4,98.1,4.9,13.9111
"2022/9/16",4320,84.4,90.7,1450,349.1977982,17.1,-1053.317168,953.9823009,-250.35,552.65,-125.35,-110.35,210,-200.35,84.3,75.1,53.6,76,71,75.9,26.9,30.7,29.9,101.1,6.5,12.8979
"2022/9/23",4300,81.78,87.8,1510,387.8283656,14.36,-793.7244048,953.9823009,-269.3,313.7,-269.3,-224.3,230,-189.3,83.9,73.6,53.6,77,69,73,28.5,32.8,31.7,106.6,7.6,13.1723
"2022/9/30",4228,79.49,87.96,1541,-161.7632454,12.76,-697.904343,1005.309735,50.37,410.37,-219.63,-149.63,220,70.37,83.4,74.3,53.3,76,68,74.4,27.6,31.8,28.3,98.1,6,12.927
"2022/10/14",4045,87,92.14,1594,-250.2536777,14.36,-932.1266403,905.3097345,227.1,346.1,57.1,192.1,175,482.1,83.6,72.8,53.7,72,74,78.4,29,31.9,30,104.2,5.2,13.1252
"2022/10/21",4045,84.2,90.3,1630,27.93522282,31.9772,-983.9188115,897.7876106,145,-48,-185,-50,205,265,84.1,73.1,53.7,74,74,82.4,28.8,31.5,31.1,103.7,4,12.5309
"2022/10/28",3818,87.89,94,1620,-119.7020196,30.74,-1239.89651,823.8938053,376.02,43.02,-38.98,66.02,185,481.02,84.1,73,53.5,71,66,82.4,29.8,32.1,31.2,106,3.5,12.3627
"2022/11/4",3937,90.8,97,1574,-541.1756388,5.5328,-1216.600198,620.3539823,127.53,54.53,-622.47,-262.47,410,427.53,82,69.3,49.6,63,56,82.8,27.7,30.8,26.8,96.3,5.5,12.382
"2022/11/11",3870,89,96,1520,-381.587438,7.9022,-1269.892974,584.9557522,33.025,34.025,-696.975,-341.975,360,268.025,79.5,64.8,42.5,60,52,83.5,25.5,30.7,23.9,90.3,4.6,12.243
"2022/11/18",3830,81.5,89.5,1460,9.028431236,15.08,-1286.037311,496.460177,-74.95,-17.95,-704.95,-364.95,100,100.05,77.6,61.6,40.9,57,49,83.5,27.2,30.6,25.1,94,4,12.3384
"2022/11/25",3893,79,86,1282,-230.9267119,15.8578,-1237.396052,363.7168142,18.995,220.995,-506.005,-216.005,45,63.995,75.3,60,37.8,55,46,83.5,27.6,30.3,26.6,96.9,5,13.1022
"2022/12/2",3895,81.2,87,1371,-152.1140407,25.8822,-1189.251227,337.1681416,108.025,288.025,-301.975,-61.975,-135,58.025,71.6,55.8,34.7,48,35,79.4,26.7,28.3,25.6,93.6,5.5,12.3152
"2022/12/9",3995,72,76.5,1363,-267.8779628,5.6578,-1034.016393,204.4247788,78.425,278.425,-96.575,148.425,-50,113.425,69.2,53.9,34.6,52,47,76.6,22.7,24.3,23,81.6,5.2,12.3176
"2022/12/16",4045,75,80,1340,-143.5127389,2.95,-904.965903,337.1681416,-27.725,221.275,-102.725,152.275,145,177.275,67.9,51.9,34,65,58,76.6,19,18,18.6,66.9,8,12.2899
"2022/12/23",3908,79,82.3,1285,-73.41266514,4.3822,-1043.041247,313.7168142,-3.13,207.87,-93.13,146.87,145,151.87,66.8,49.7,30.9,52,40,76.6,19.6,18.8,19.1,69.7,7,11.9572
"2022/12/30",4010,80.26,85.91,1225,-67.94038173,2.34,-931.7593283,357.9646018,-30.05,169.95,-140.05,99.95,145,114.95,66,47.5,29,26,25,75.6,18.5,21.2,13.6,67.1,7.5,12.936
"2023/1/6",3965,73.7,78.7,1205,-285.9596586,-2.8278,-755.8967555,313.7168142,131.675,284.675,196.675,421.675,145,211.675,67.5,49.3,24.7,14,14,82,17.8,22.2,11.9,67.2,8.5,14.2425
"2023/1/13",4198,78.77,84.4,1238,-213.8656616,-11.6,-304.0963978,402.2123894,-30.205,174.795,-35.205,204.795,120,-0.205,66.1,47.7,21.2,4,1,71.9,14.6,20.2,8.7,55.7,8.8,15.4013
"2023/2/3",4120,76.2,82.4,1150,-333.8667563,-13.38,-671.7061918,408.4070796,68.9,198.9,213.9,408.9,25,188.9,67,51.9,21.2,24,22,68.9,20.5,25.8,14.6,78.6,12.5,13.333
"2023/2/10",4035,80,86.6,1050,-425.8571057,-9.6878,-917.4386093,225.6637168,49.975,309.975,174.975,354.975,125,104.975,78,67.6,41.2,72,64,73.8,22.5,27.1,16.5,83.7,13,13.494
"2023/2/17",4140,76.75,83.11,1026,-364.7064935,-2.97,-1058.556485,181.4159292,-26.65,337.35,83.35,213.35,45,108.35,83,74.1,44,87,71,75,24.7,28.1,18.4,85.1,11,14.774
